Voltage_measured,Current_measured,Temperature_measured,Current_charge,Voltage_charge,Time,Capacity,TTD
4.122635846291491,-0.0006074349136117,43.41517780938604,0.0004,0.0,0.0,1.697507332205763,1572.359
4.122758586822445,-0.0003206602131699,43.40626577176862,0.0006,4.138,9.358999999999998,1.697507332205763,1563.0
3.80454444139688,-4.0242058897714,43.44300568010792,3.995,1.854,19.453,1.697507332205763,1552.906
3.779299708958487,-4.0211881044281785,43.55895892484553,3.995,1.82,28.781,1.697507332205763,1543.578
3.75890693774724,-4.022193608909733,43.72155018599956,3.995,1.806,38.156000000000006,1.697507332205763,1534.203
3.741408470691656,-4.022328305816472,43.88622270502331,3.995,1.789,47.516,1.697507332205763,1524.8429999999998
3.726137410600065,-4.022030406410107,44.062930407879854,3.995,1.773,56.844,1.697507332205763,1515.5149999999999
3.712159255383393,-4.024402982095126,44.26603481239899,3.995,1.759,66.219,1.697507332205763,1506.1399999999999
3.699320110081699,-4.02147461027646,44.47657261673918,3.995,1.744,75.531,1.697507332205763,1496.828
3.6871500715704704,-4.0221230371725865,44.63494259348186,3.995,1.728,84.844,1.697507332205763,1487.5149999999999
3.6759036129816014,-4.023660760154148,44.85253423509384,3.995,1.714,94.141,1.697507332205763,1478.2179999999998
3.665035345507421,-4.020012308551312,45.03474882479476,3.995,1.702,103.5,1.697507332205763,1468.859
3.6549029944196887,-4.023115575492921,45.20593171148314,3.995,1.688,112.859,1.697507332205763,1459.5
3.645538645659165,-4.024423802247087,45.42603904221644,3.995,1.68,122.281,1.697507332205763,1450.078
3.636975403803684,-4.023274493799255,45.62421841512892,3.995,1.673,131.625,1.697507332205763,1440.734
3.629328153155027,-4.023368738165938,45.75273907045649,3.995,1.665,141.016,1.697507332205763,1431.3429999999998
3.622168692930865,-4.022319204930279,45.91825152889412,3.995,1.656,150.375,1.697507332205763,1421.984
3.6152991626957593,-4.024052986240762,46.08464883553829,3.995,1.653,159.688,1.697507332205763,1412.6709999999998
3.608936429929418,-4.022976087830028,46.234636723505176,3.995,1.65,169.047,1.697507332205763,1403.312
3.602880706937038,-4.022959533864147,46.3797992507442,3.995,1.645,178.344,1.697507332205763,1394.0149999999999
3.5972183298985843,-4.022284186822549,46.48020844422439,3.995,1.668,187.703,1.697507332205763,1384.656
3.5918001956064343,-4.022940168700212,46.58956849812543,3.995,1.66,197.063,1.697507332205763,1375.2959999999998
3.58667726800347,-4.023245720801145,46.78333440979402,3.995,1.659,206.406,1.697507332205763,1365.953
3.581685929986187,-4.024522478368483,46.8725017874132,3.995,1.653,215.766,1.697507332205763,1356.5929999999998
3.576918959285616,-4.022494090246671,46.97999379651319,3.995,1.647,225.109,1.697507332205763,1347.25
3.572397722394494,-4.023377585777586,47.12767831984375,3.995,1.643,234.453,1.697507332205763,1337.906
3.567794406562422,-4.022946617111131,47.23217951023919,3.995,1.638,243.844,1.697507332205763,1328.5149999999999
3.563460856899873,-4.023464712394974,47.321840076587954,3.995,1.634,253.203,1.697507332205763,1319.156
3.5592982359262515,-4.021574094646155,47.44342540702288,3.995,1.629,262.547,1.697507332205763,1309.812
