Voltage_measured,Current_measured,Temperature_measured,Current_charge,Voltage_charge,Time,Capacity,TTD,SOC,Voltage
4.116561749,-5.51E-05,42.83003631,0.0006,0,0,1.666675194,1572.359,1,4.200799945
4.116560276,0.00159943,42.83746344,0.0004,4.132,9.359,1.666675194,1563,0.9519229,4.147934994
3.786774822,-3.974957053,42.88719309,3.997,1.808,19.453,1.666675194,1552.906,0.973779683,4.101638732
3.761368079,-3.97624697,43.0023647,3.997,1.794,28.781,1.666675194,1543.578,1.01513696,3.925462983
3.741074258,-3.972402705,43.17290634,3.997,1.778,38.156,1.666675194,1534.203,0.936106921,3.844528693
3.723786308,-3.974247892,43.33586915,3.997,1.762,47.516,1.666675194,1524.843,0.951848607,3.781619226
3.708731719,-3.97454467,43.51896437,3.997,1.746,56.844,1.666675194,1515.515,0.946553514,3.751336351
3.694970605,-3.974139859,43.7336257,3.997,1.732,66.219,1.666675194,1506.14,0.939147429,3.719551706
3.682467691,-3.976356943,43.95689123,3.997,1.719,75.531,1.666675194,1496.828,0.933892841,3.697224808
3.67070747,-3.974862467,44.17040141,3.997,1.706,84.844,1.666675194,1487.515,0.930344238,3.681657684
3.659437713,-3.974262449,44.38070516,3.997,1.695,94.141,1.666675194,1478.218,0.92755279,3.668719661
3.648958752,-3.973299246,44.6058479,3.997,1.685,103.5,1.666675194,1468.859,0.925105813,3.656647161
3.639158654,-3.97526246,44.82425836,3.997,1.676,112.859,1.666675194,1459.5,0.922986344,3.645699904
3.630201047,-3.972864166,45.0599648,3.997,1.666,122.281,1.666675194,1450.078,0.92110484,3.63536545
3.622002953,-3.97554134,45.2728985,3.997,1.655,131.625,1.666675194,1440.734,0.919513149,3.626292675
3.614520822,-3.975402735,45.46066889,3.997,1.647,141.016,1.666675194,1431.343,0.918109144,3.618303965
3.607440067,-3.975757839,45.61783079,3.997,1.64,150.375,1.666675194,1421.984,0.916813964,3.611128802
3.600911033,-3.974647269,45.80248153,3.997,1.636,159.688,1.666675194,1412.671,0.915537421,3.603561439
3.594793071,-3.973955106,45.95921636,3.997,1.631,169.047,1.666675194,1403.312,0.914481287,3.597291232
