Voltage_measured,Current_measured,Temperature_measured,Current_charge,Voltage_charge,Time,Capacity,TTD
4.116561748956975,-5.512929124633905e-05,42.830036312976034,0.0006,0.0,0.0,1.6666751942525773,1572.359
4.1165602762786495,0.0015994299278774,42.83746343556693,0.0004,4.132,9.358999999999998,1.6666751942525773,1563.0
3.786774822241442,-3.974957053116242,42.88719309208464,3.997,1.808,19.453,1.6666751942525773,1552.906
3.761368079322055,-3.976246970286602,43.00236469651402,3.997,1.794,28.781,1.6666751942525773,1543.578
3.7410742576810456,-3.9724027051938906,43.172906343092144,3.997,1.778,38.156000000000006,1.6666751942525773,1534.203
3.723786307945283,-3.974247892470224,43.33586915125323,3.997,1.762,47.516,1.6666751942525773,1524.8429999999998
3.708731719008577,-3.974544669709695,43.518964373686806,3.997,1.746,56.844,1.6666751942525773,1515.5149999999999
3.6949706046133457,-3.9741398594587527,43.73362569926925,3.997,1.732,66.219,1.6666751942525773,1506.1399999999999
3.6824676913093968,-3.976356942648452,43.95689123332089,3.997,1.719,75.531,1.6666751942525773,1496.828
3.670707470372139,-3.974862466632987,44.17040141321341,3.997,1.706,84.844,1.6666751942525773,1487.5149999999999
3.6594377130463625,-3.974262448765133,44.380705164655,3.997,1.695,94.141,1.6666751942525773,1478.2179999999998
3.648958752342176,-3.973299246172436,44.6058478958942,3.997,1.685,103.5,1.6666751942525773,1468.859
3.639158653826733,-3.975262459974154,44.82425835651497,3.997,1.676,112.859,1.6666751942525773,1459.5
3.630201046924443,-3.972864165740028,45.05996480080616,3.997,1.666,122.281,1.6666751942525773,1450.078
3.6220029528504663,-3.975541340435678,45.27289849825146,3.997,1.655,131.625,1.6666751942525773,1440.734
3.614520821783644,-3.975402734688633,45.46066888573289,3.997,1.647,141.016,1.6666751942525773,1431.3429999999998
3.6074400672348905,-3.975757839202316,45.617830788581,3.997,1.64,150.375,1.6666751942525773,1421.984
3.600911032838107,-3.9746472694255774,45.80248152926752,3.997,1.636,159.688,1.6666751942525773,1412.6709999999998
3.594793070929259,-3.973955106080144,45.95921635865012,3.997,1.631,169.047,1.6666751942525773,1403.312
3.5888700984133943,-3.9738326610485175,46.13187424636689,3.997,1.627,178.344,1.6666751942525773,1394.0149999999999
3.5833032368230717,-3.97533167738273,46.27689671916742,3.997,1.623,187.703,1.6666751942525773,1384.656
3.5780036637058044,-3.973761439360216,46.42320225742319,3.997,1.618,197.063,1.6666751942525773,1375.2959999999998
3.572954951405847,-3.974885553004424,46.58984120887267,3.997,1.613,206.406,1.6666751942525773,1365.953
3.5680092172030213,-3.972453705942377,46.720022093365856,3.997,1.609,215.766,1.6666751942525773,1356.5929999999998
3.563300686075145,-3.9754364587217066,46.85457674571568,3.997,1.605,225.109,1.6666751942525773,1347.25
3.558785136382944,-3.9739632040071498,47.028063696031495,3.997,1.601,234.453,1.6666751942525773,1337.906
3.554410892761517,-3.973992703370816,47.16470567338989,3.997,1.596,243.844,1.6666751942525773,1328.5149999999999
3.5502696601446075,-3.97367269998492,47.27300839356384,3.997,1.592,253.203,1.6666751942525773,1319.156
3.546165951720299,-3.974428251998297,47.41908910426659,3.997,1.588,262.547,1.6666751942525773,1309.812
3.5422460663055992,-3.9748269000642136,47.57104647862409,3.997,1.584,271.875,1.6666751942525773,1300.484
3.538300140469022,-3.973713975041282,47.71155180589369,3.997,1.58,281.203,1.6666751942525773,1291.156
3.5346085574217114,-3.973290724523299,47.82206070675705,3.997,1.577,290.516,1.6666751942525773,1281.8429999999998
3.5307258272702904,-3.974636647318466,47.991439945227874,3.997,1.573,299.844,1.6666751942525773,1272.5149999999999
3.5271639899069456,-3.97677077802233,48.142552840316,3.997,1.569,309.141,1.6666751942525773,1263.2179999999998
3.5236137200877757,-3.9731226673860753,48.2302424757709,3.997,1.566,318.438,1.6666751942525773,1253.9209999999998
3.519962736796174,-3.9739036381857447,48.3613797385512,3.997,1.563,327.813,1.6666751942525773,1244.5459999999998
3.5164130599279666,-3.974743961382517,48.50418243261597,3.997,1.559,337.172,1.6666751942525773,1235.187
3.51283132343908,-3.975011368455331,48.62102436451178,3.997,1.555,346.531,1.6666751942525773,1225.828
3.5095263869240547,-3.9731800153600094,48.72579217898252,3.997,1.552,355.875,1.6666751942525773,1216.484
3.506007801474803,-3.974154247459157,48.85334795132834,3.997,1.549,365.156,1.6666751942525773,1207.203
3.50259516873444,-3.974042522587848,48.99147949806032,3.997,1.545,374.453,1.6666751942525773,1197.906
3.4992322547649444,-3.974284963012902,49.08570140321666,3.997,1.542,383.828,1.6666751942525773,1188.531
3.495655084019761,-3.975115478726343,49.21591540551638,3.997,1.539,393.172,1.6666751942525773,1179.187
3.4923674058751084,-3.975226375890685,49.31905636850848,3.997,1.535,402.609,1.6666751942525773,1169.75
3.4889075277639816,-3.974825500651849,49.44601053154133,3.997,1.532,411.938,1.6666751942525773,1160.4209999999998
3.4855995869918184,-3.975722854070333,49.55505497519118,3.997,1.529,421.25,1.6666751942525773,1151.109
3.4822797804722816,-3.97461666865141,49.640455164383546,3.997,1.525,430.547,1.6666751942525773,1141.812
3.4788993208779053,-3.976654856197437,49.72943143120933,3.997,1.522,439.859,1.6666751942525773,1132.5
3.475512546142718,-3.974236910354489,49.86419168102648,3.997,1.519,449.234,1.6666751942525773,1123.125
3.4721806374546813,-3.9752635449914,49.95894949727823,3.997,1.515,458.625,1.6666751942525773,1113.734
3.4689201337762685,-3.973931703297982,50.04734820246573,3.997,1.512,467.969,1.6666751942525773,1104.3899999999999
3.46551088351818,-3.975275792183013,50.181029471944775,3.997,1.509,477.313,1.6666751942525773,1095.0459999999998
3.4623468107757707,-3.974984076260289,50.2819139472059,3.997,1.505,486.688,1.6666751942525773,1085.6709999999998
3.4590501069230744,-3.973039183967497,50.35060546159786,3.997,1.503,496.063,1.6666751942525773,1076.2959999999998
3.4558038133739584,-3.974591367246285,50.471040962409376,3.997,1.499,505.359,1.6666751942525773,1067.0
3.4525958582105285,-3.973243716046482,50.56015404829675,3.997,1.495,514.703,1.6666751942525773,1057.656
3.449339825618009,-3.973705027345608,50.71131102732432,3.997,1.493,524.031,1.6666751942525773,1048.328
3.446348711181763,-3.9751752858718,50.788967329201,3.997,1.489,533.359,1.6666751942525773,1039.0
3.443037551323968,-3.975759504676173,50.83914371672542,3.997,1.486,542.75,1.6666751942525773,1029.609
3.4399875785950447,-3.974250593663853,50.92930721658456,3.997,1.483,552.109,1.6666751942525773,1020.2499999999999
3.436890896619361,-3.974968037456251,51.06820049694886,3.997,1.481,561.5,1.6666751942525773,1010.8589999999999
3.433761032121964,-3.97431660592168,51.15250800437908,3.997,1.477,570.844,1.6666751942525773,1001.5149999999999
3.4308203925666803,-3.974121472996932,51.23990233072266,3.997,1.474,580.156,1.6666751942525773,992.203
3.427824992681328,-3.9741801911717793,51.38209651130825,3.997,1.471,589.469,1.6666751942525773,982.8899999999999
3.424912271942603,-3.9731287664276578,51.51180193141252,3.997,1.468,598.781,1.6666751942525773,973.578
3.4220021007554005,-3.974834548053957,51.56194531976634,3.997,1.465,608.094,1.6666751942525773,964.2649999999999
3.419167366656798,-3.9749495604551215,51.63450543003765,3.997,1.462,617.484,1.6666751942525773,954.8749999999999
3.4162586508985915,-3.9760801981313287,51.70078241104341,3.997,1.459,626.891,1.6666751942525773,945.468
3.4136447749195447,-3.973715426573971,51.84270192162223,3.997,1.457,636.219,1.6666751942525773,936.1399999999999
3.4108525297152,-3.973547548682672,51.92083261597647,3.997,1.454,645.594,1.6666751942525773,926.7649999999999
3.408195720571881,-3.976108213011925,52.01583035911161,3.997,1.451,654.938,1.6666751942525773,917.4209999999999
3.4055476544583243,-3.9747991061357246,52.13587572991879,3.997,1.449,664.25,1.6666751942525773,908.1089999999999
3.402977317159193,-3.974924463237928,52.18348297642895,3.997,1.446,673.625,1.6666751942525773,898.7339999999999
3.4005481340301453,-3.974103109074837,52.31944857128933,3.997,1.444,682.938,1.6666751942525773,889.4209999999999
3.398165937855825,-3.9736700010227737,52.3778941517064,3.997,1.441,692.25,1.6666751942525773,880.1089999999999
3.3956650124476675,-3.9734858630831136,52.44864424344175,3.997,1.439,701.625,1.6666751942525773,870.7339999999999
3.393341947468916,-3.9738577259839754,52.55752741436923,3.997,1.437,711.016,1.6666751942525773,861.343
3.390847652616019,-3.9743685240648112,52.60758978707378,3.997,1.434,720.328,1.6666751942525773,852.031
3.3886815017170355,-3.9749326074820224,52.677904608568966,3.997,1.432,729.719,1.6666751942525773,842.6399999999999
3.386394125097645,-3.9745019380663607,52.74555186689991,3.997,1.43,739.078,1.6666751942525773,833.281
3.384178091601513,-3.973444126420893,52.86909264843535,3.997,1.427,748.469,1.6666751942525773,823.8899999999999
3.382012384258823,-3.975939396968069,52.93822034765936,3.997,1.425,757.813,1.6666751942525773,814.5459999999999
3.379702416703911,-3.973130586896209,53.02094471199177,3.997,1.423,767.219,1.6666751942525773,805.1399999999999
